27, 8, pa1-unknown-h-output-1.txt
  704.98,   568.65,   207.29
  704.53,   570.93,   332.27
  704.08,   573.21,   457.25
  708.09,   693.60,   205.03
  707.64,   695.87,   330.01
  707.19,   698.15,   454.99
  450.91,   448.16,   448.59
  448.68,   445.19,   573.53
  446.45,   442.21,   698.47
  450.26,   573.12,   451.54
  448.02,   570.15,   576.49
  445.79,   567.18,   701.43
  449.60,   698.08,   454.50
  447.37,   695.11,   579.45
  445.14,   692.14,   704.39
  575.89,   448.76,   450.83
  573.66,   445.79,   575.78
  571.42,   442.82,   700.72
  575.24,   573.72,   453.79
  573.00,   570.75,   578.74
  570.77,   567.78,   703.68
  574.58,   698.68,   456.75
  572.35,   695.71,   581.70
  570.12,   692.74,   706.64
  700.87,   449.36,   453.08
  698.64,   446.39,   578.03
  696.40,   443.42,   702.97
  700.21,   574.32,   456.04
  697.98,   571.35,   580.99
  695.75,   568.38,   705.93
  699.56,   699.28,   459.00
  697.33,   696.31,   583.95
  695.09,   693.34,   708.89
